"","T1X1","T1X2","T1X3","T2X1","T2X2","T2X3"
"1",4.57486710068966,5.63378523758244,5.97415424321683,8.74521638722049,8.37042251821415,4.66739281276761
"2",5.51799838864411,6.448556256985,3.62142565630802,4.4387944410775,4.7430814761166,4.88136823141481
"3",4.19884432149443,3.41297415090514,2.60238603037266,6.20231195580831,4.40743691358431,3.29742659188269
"4",7.98132669713318,7.48190276413606,5.48761263342714,7.4445765557332,9.60399688042223,7.22489868776782
"5",2.98485588346003,5.030498792795,1.8143656983815,6.86071987162481,7.18278509829508,3.27198862256026
"6",4.68468854924021,4.97194122931792,3.77947878231536,7.04656689129104,4.44020315518264,2.99438589811411
"7",5.01715358341767,8.25816879398296,5.15652541084075,5.71941642423793,6.71304281413571,3.71259431290452
"8",5.76050183105816,5.55560431010707,3.63302536471833,6.34757818089838,6.59978432596352,6.31105536551058
"9",5.03802864565638,5.91022865911483,4.33501523606688,6.87839596932883,6.38198663781349,5.8307107639137
"10",4.30928099842758,7.81529559515967,4.49130222716839,6.62297476455497,6.78142470520648,6.27248052648426
"11",5.16941633275389,7.67789958775568,4.47532326577931,4.94387356877793,6.59803858137408,5.13140545640859
"12",5.45309447531872,8.3383510986056,4.50416836299213,5.54119004361752,7.42193110530103,5.77291060018539
"13",5.68342406768973,5.22518038728201,5.88293501285588,7.24332222446991,7.22538889909174,4.55768151007939
"14",4.60136439363946,3.89597732200728,4.07022354465121,6.33570133130456,7.11013175717354,4.17605289308837
"15",3.39461370646732,5.4072813358468,3.5107968860868,4.84057297069008,4.89777028434794,2.96464440720785
"16",7.14310863849441,5.70155397277339,3.23400288582113,5.64259759876477,6.12347150740527,3.81479789603472
"17",6.08841404046803,6.52808739641681,8.32332695331139,4.62988832607228,6.30984730129719,3.31550814984658
"18",5.49351718250067,4.75480801307078,6.10995003697754,8.12372089794979,6.68301922377568,5.5979188763275
"19",5.19870369420611,5.38343161029639,5.54030146355991,6.78725992435777,7.95615972135956,5.09140521777263
"20",2.94202168570864,1.83169174702968,0.677168348565932,4.14137798137885,2.51905183954972,3.86940503307132
"21",4.97094415976866,3.6810372005699,2.84314394776417,6.23934610717172,7.34063694910223,4.41500481301475
"22",5.37637071670968,5.71232206295343,4.97132315514491,7.33606817244461,6.95951590773561,3.46943432086297
"23",4.16678187728187,4.87209809989817,4.3771370030182,6.42354031092542,7.36855286158875,6.13329630653325
"24",6.33435706211243,2.71857585422039,4.44530177838424,4.73676067784692,6.21245681584451,3.93418458306243
"25",5.21412711310462,6.87827716215687,5.36910176268495,6.89181981669306,6.73357910305028,4.19182609692746
"26",7.14795047929689,7.18699886308706,5.48147437137522,7.09240736383502,7.40010362636191,5.76494149688231
"27",3.72234098566693,6.43679620353872,2.98790187120928,4.72866276451463,5.93435301766771,3.28665775855155
"28",5.62629983827314,6.72771205949804,4.31194800108154,5.90309629245565,7.41917053174735,7.19385740462212
"29",4.75331146411774,4.54613045429689,5.45392802749503,4.80514959843909,6.3586485513751,5.47029051317634
"30",4.90537560066027,7.69314363774767,3.67212875113774,8.4910673652564,5.63448825695342,6.14596246791409
"31",3.34941852552239,4.94965154105541,2.56847187463481,4.04783811931452,5.38547120420299,3.60278647601435
"32",6.3195915936636,3.25821921983048,5.27633281333117,6.59324029192993,7.22971217583182,5.30565360919922
"33",5.02844807665567,6.45262539665231,5.36711065808619,6.85942006435852,5.76988109588569,6.18424976893386
"34",2.85574867640792,5.1052966365869,5.08925392473465,7.5967988646506,7.41977899426182,5.51026982994782
"35",6.0519738969351,5.94568749684039,6.31311387026933,7.81741027831483,8.25240751822955,6.63424833828557
"36",6.99052608493614,7.5997929913311,4.94232240453289,7.75370697177763,6.50138091216944,4.51082037429598
"37",7.48981690244817,7.43583778022668,5.92405263504931,6.18069408226575,9.59596105590685,7.76246774765956
"38",6.6071300745804,5.68436235747903,4.9509168024693,7.16346829930719,8.49465705537331,6.07514421492482
"39",5.70143660254351,5.16409644012677,5.2257204604778,5.65240604289691,6.09626043654658,5.30322571297181
"40",4.2109735693028,6.91221106478398,3.70098900681373,6.35117893575152,6.90517348361709,5.36129575227105
"41",3.27312857759043,3.71355160547283,2.67899223084247,3.42084652926848,4.20752371220214,4.86419399012813
"42",5.09994351493247,5.09513036533299,4.99016384120621,7.47872062991759,7.13681571407136,7.67957298080855
"43",3.93673934747496,7.6423690851186,6.30546497946431,6.69575002202346,6.176641090988,5.80166437359623
"44",4.99623237769676,5.23416070117871,5.10585654487518,5.17067094322487,7.40749645653291,4.75508529034675
"45",6.2502975654632,7.4633029597462,4.15996089881897,5.16283220734043,8.19253610407513,5.63944252640451
"46",5.40599238889547,8.36228802768169,5.01286255808446,5.44272018970426,7.5607214446928,5.1223890183844
"47",6.87663293709583,8.44827227124144,5.10998182174177,5.38680581947944,6.60107786307174,5.78792258859755
"48",7.442872008174,5.45763568121905,4.65149294919698,6.37736936500407,8.02290270842778,6.71295039828082
"49",6.28547232286588,4.48014105165061,4.12337080074659,7.73951093060107,6.48058712830931,4.96299875948153
"50",4.92806310924702,6.26940922735097,3.21372167726748,7.78038686285801,6.28884308366052,5.11882000920353
"51",8.437746280133,8.42938578620635,4.62552493864418,7.63465862104361,7.25244129697814,5.8484047083538
"52",6.95492264981499,5.60943845466299,5.57126400568498,4.8627759740205,7.42702349566532,4.44791820838456
"53",5.93188397246733,7.26204134064384,6.29632093320827,5.65451519760358,6.83279395160246,6.34017066354086
"54",6.1334160069522,7.41811673438434,4.65981931240683,6.61794826003374,6.80111770227095,5.64917670790934
"55",4.79589962507281,5.22940419642962,4.59243301122263,3.85691064963626,7.95729851784048,5.3928027194269
"56",2.92646578689884,4.43132483861519,4.61947245902147,4.92062965760624,6.60939172323057,3.77447688974234
"57",4.35410363073805,4.95321807417133,1.73843434923216,3.48197244764225,2.32889816724162,4.40735770107104
"58",7.88033260853235,6.98680164428313,6.83314421831962,5.54336348219148,6.49721782145583,2.79217005536444
"59",3.59021552947536,1.74858977282129,3.30623934852593,3.4864618132728,5.63848123257154,3.18415745196062
"60",5.03234521079573,6.34818624913984,5.12090693184243,7.93069981453051,7.44013881041073,6.00218454659015
"61",4.379483545841,5.9852832816419,3.27169961203984,3.6073120725499,5.48233580463094,4.25562369521729
"62",3.59377627131851,3.68135110258884,1.92730935211427,2.56653838875587,1.91593909492043,2.05459715710301
"63",6.04826418664421,5.07843694721612,3.89952582678791,5.59800138474134,5.7055220870279,5.03744680073295
"64",6.34464475450441,4.95545496459007,4.89577232956404,5.95531129248534,6.35702084708679,6.92707872627007
"65",5.9779153367681,4.77686803038286,2.22449620516375,4.67839357992756,6.56308927259352,6.5424794904297
"66",2.74019902884468,2.47625028495366,1.92616365884014,5.24553970848839,3.76629555820802,3.62303822294461
"67",6.623932624101,6.12739166978899,6.46996952311644,6.26364130568413,7.46793579655922,5.41801392921635
"68",2.86798831212069,4.69181105293196,2.43014835584424,4.07315490872253,4.19344729041531,4.22143789766638
"69",2.37758985053738,2.99112093516955,3.19912975743699,5.33793300318654,6.0654421514981,2.21346186647928
"70",3.9774099024241,6.54271792328399,4.42488517947475,4.69080473529703,4.97395392028894,4.59199600949983
"71",3.91855850843229,5.78677566198879,5.13638537831802,6.10424554111159,4.75691205406454,5.6417738986214
"72",6.67385231183209,6.34671797930925,5.83688909167749,5.41861385965093,6.04336884044387,4.05584527524363
"73",5.99453060615717,4.72580436384377,4.27684689300645,6.94401201062595,5.61948376342669,5.85624085636075
"74",5.59521534712786,4.7998247482173,3.31255496330764,5.5949885301205,4.75585733528566,3.04733135032213
"75",3.02330534512266,4.88169391940839,2.24312745079511,2.41763827596904,3.51826062804304,2.27070356163482
"76",4.7889439947205,5.56930657485389,6.04620230224599,4.76001328595023,6.74519519736481,4.34063092925722
"77",5.08680927279549,7.16078654830438,5.09011695592118,7.91219551075592,8.38399251661945,5.43935934018617
"78",5.76676330456005,8.307894497396,5.98197261089171,6.5882124743337,5.09485312493948,4.34761029461881
"79",5.27242373494736,5.72804911990487,3.28145060005606,6.03395246736371,5.10409865234074,3.96733457107279
"80",5.59964734307478,6.27833050000074,5.19309300876071,6.22667876794118,5.39492593377884,4.65813472889763
"81",4.82464877502998,6.70983670804923,4.98204706393237,5.62632839623272,5.98143213234824,4.13160431384745
"82",3.2820708760916,6.90561972830649,3.5793216847766,6.04704881655249,6.47762509467,5.31677750260669
"83",5.644917949848,7.20408881409751,4.52523891878616,7.02006987155623,7.70621604441371,7.1080100108225
"84",5.29865671401781,5.41404119834622,4.37408325689955,5.34689555787889,5.31951623117004,6.67569653926853
"85",3.97867639521809,4.00293231273594,3.17872859858841,3.89612096151533,5.58042912798044,5.05730174963659
"86",5.48666695738902,4.13033222981879,4.06359262406241,3.7428769306277,5.77664520426213,3.72300344521858
"87",5.08066715045933,6.20450805420897,5.18336630854959,3.37234924746,5.34219848568578,2.97088791405963
"88",5.99859394600195,3.90793839926959,3.69406849897838,5.46377065307303,6.5530445247018,7.89729875918231
"89",6.21633392244162,5.14634419567788,3.97423295256006,6.72760766678302,5.77422324826974,4.38153301343475
"90",6.83020276077161,7.40586421734604,3.79348075683592,7.08011899987092,6.76471663645815,6.39285288953976
"91",2.70563522777618,6.77815625109285,4.67212270981575,5.26758030680595,5.54139282592808,6.4410726478092
"92",5.33199182548304,3.52035747166311,3.66539625038889,3.79538589450368,8.0281731423487,4.71387212717819
"93",4.1845446011295,2.34627698347922,2.60505884298336,3.74394045644388,4.92652498459011,2.55817222993585
"94",3.14751429055272,3.26151235640804,3.82207890890169,4.08665770991839,6.15633975848518,4.14313969780709
"95",6.11460881326314,4.93666927413309,4.75982307315142,6.14610340456682,7.58284354247537,4.35442848141586
"96",5.83376339273297,5.57527718850438,2.68865427206232,3.76133042365137,7.152998578189,3.42342932541726
"97",5.90008356744839,6.36299303349496,5.87878218825935,5.4248351560529,9.00390719397422,5.27730298598553
"98",4.3503108082091,3.11786969109586,3.22997349156052,5.10917076802882,6.06244296100436,3.40598217458356
"99",5.02687091203781,4.08948513867371,4.27242854523677,3.82491372757519,4.99062482535355,3.16605553527128
"100",2.95686887056551,4.571066736365,2.61611267052221,2.59119325764958,2.20621652258779,3.51465791336161
"101",3.5505063824367,5.15900238729325,4.00316135294498,4.5255040822432,5.2309795980132,6.12021473426318
"102",5.70753597045232,5.45066856219386,3.3595929596686,7.05205061832705,6.59304291111252,5.43054135161111
"103",5.32188933076104,6.98779860502863,4.75535577351896,5.08483630514407,5.21382443404517,3.60357331742756
"104",5.6824579348261,3.48504764192468,5.65646398153585,5.83837330377879,7.67231136147016,5.81789967842188
"105",5.32294016306319,6.69424104351026,4.51326727005768,8.05950392887053,6.49446463379115,4.7982865792291
"106",4.72576568737648,5.54225279543692,3.94104640219921,4.69579542219519,6.43154360713591,4.54225936288263
"107",4.39703125919655,6.07851930750531,4.38198830173208,7.22961380251,8.72856369256261,4.92709289987456
"108",4.7768676299333,4.32464031397276,2.10468792100576,6.83088837128289,6.13276968095231,5.17972236631679
"109",5.65770241481318,6.47497594937331,3.0282936630149,3.93286993713654,5.49032661011371,4.32249292965716
"110",4.6367819526185,4.96681107432918,3.07292110742852,6.32941958385072,6.38707587829877,5.52386313516634
"111",3.02538951213539,7.80150315346781,5.02810705276969,6.41176211149361,5.24422155366554,4.7887125281126
"112",3.91872400287389,7.12392600733496,4.76673884509666,7.95663924308099,6.20415938749788,4.79570202436476
"113",5.34256658329662,5.50143630907103,5.97409528932087,6.39148112304568,8.26938473373509,6.2897209916889
"114",4.39108322912845,5.13761838153796,2.06469678039686,5.81571027844527,4.99904832517242,2.95776800193756
"115",5.77031358007293,6.41854489048806,4.65308350215734,4.6823665127969,5.23991295008505,4.57071334355002
"116",5.34881611218416,5.10449307329948,2.35603320960517,3.70593961690832,4.33465062625632,5.25464656864641
"117",4.21013329926249,5.71758514110529,5.2844529312977,6.9757324449366,9.67993780609323,6.05249255276055
"118",3.67242569078745,5.41126405966895,4.59484854408416,5.39762469957237,6.56295481046827,4.13850760651726
"119",4.7738291186869,5.89616207070973,3.15484415526482,4.06087087183511,5.34549495689679,3.62938373653585
"120",6.15924842601906,5.32472220208866,4.14515772253142,3.96801062809111,6.70168908508441,5.0081669245347
"121",5.52730586490571,2.9308935866616,5.01870813261341,7.18837964959335,5.30764099224917,6.54710165499538
"122",5.6282861913362,4.26156034885491,6.48128390876264,5.52079943247347,7.90698168836402,6.25476229006767
"123",4.25907352169676,3.1707808348969,3.01285609788466,1.7915875729612,3.70320289184797,2.84065424116294
"124",3.22449491925866,5.06991571687398,4.05099574357433,6.09620402789003,4.58661641000256,3.34595761994334
"125",0.925872192543129,3.87608513147744,3.64725959650262,4.29873820266195,3.06106326564414,4.13920338239279
"126",3.17008487084153,4.14970015914506,3.9542055281506,5.59966649044691,7.15884640617098,6.00586863389874
"127",6.75116168881489,6.90944725611948,3.78931325276089,6.69079092807128,5.92240878768874,4.88821102748186
"128",5.31261674697361,7.30112548663057,6.69535415701379,8.49602309058099,6.82495765401384,5.91453199192559
"129",4.26038141177402,7.09235060952106,2.63899690360392,7.58432010175395,7.82503446550333,4.49006342593723
"130",6.27614287998692,4.2921689842261,4.1486264580945,5.72524205608324,5.86753874090243,3.4084464682203
"131",5.0492526000001,2.9302862248332,0.96430739053644,4.74104007137252,5.79772779728832,4.67489736799868
"132",3.99066793779594,4.40131089976506,3.51567950490449,5.33589293771492,6.79949417903828,4.99310566007019
"133",7.30712119328778,8.34675042603064,4.56991292250842,5.37819511807027,7.54935372585057,5.13884244348835
"134",4.30731868739273,5.18303420682534,2.08536787326131,4.68251613972987,4.57498952549171,5.97371169834459
"135",6.72939124434617,9.09222604571021,5.29375207970909,5.89312833702908,6.6785738643693,7.92187363196775
"136",5.21584997016729,8.40995689332388,3.95152349490021,4.86884673327972,5.55408030877972,5.46263864365484
"137",4.36858381762132,5.59781632610149,5.29172368168682,5.70340917547569,6.21043740809971,5.96539889735235
"138",5.68581660037116,7.36535416531881,6.676685894404,8.791425932493,7.39892489349693,7.24238623495527
"139",3.49095015922655,4.31922571684361,4.25653603476603,3.82657339975533,5.08474991761485,4.57568833059332
"140",4.37543515393638,5.54215133347141,3.91968615252218,4.87690395651398,7.70735836363592,8.11973516598755
"141",5.0618102724458,5.12008264934465,4.71845079276324,7.25025590106084,6.16274489444795,4.69353598880705
"142",4.95915079480489,3.7007789442633,3.16676571352951,2.86435202541406,5.44692330963138,2.31899159180451
"143",4.47151171656453,3.79068642245153,4.40080077748891,3.32236014316565,4.9937780902959,6.62000137006755
"144",6.58166393434089,5.34669954676726,3.60800175659274,5.22777751013457,6.14326777774665,4.83631653013886
"145",3.47045803973616,5.3156755579748,4.34836943281117,5.99691572066983,5.80673228500993,2.6918729093361
"146",3.66269559143191,6.62037050910207,4.98320076579432,4.65248171661246,6.29170995018823,2.29618934881374
